trial,generation,direction,score,lateral_term,forward_penalty,yaw_penalty,lateral_deficit_penalty,body_vx_m_s,body_vy_m_s,signed_lateral_m_s,off_axis_forward_m_s,yaw_rate_rad_s,elapsed_s,terminated,action_energy,slide_bias,slide_amp,slide_freq,slide_wave_n,slide_phase,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase,yaw_bias,yaw_trim_gradient
64,6,left,-0.5864569019071229,0.24978414738176066,0.4896964509274268,0.9674394655032466,0.0,0.03917571607419414,0.0374676221072641,0.0374676221072641,0.03917571607419414,0.19348789310064932,6.0,False,0.48669004440307617,-0.5687692157255775,0.43437453395633524,1.1705951973371191,1.6016953161514254,-2.3361025215680296,0.08290196521658014,0.39994994568772735,-2.1528101107149142,1.8340600676206202,0.4983245707096057,0.35143572700725734
65,6,left,-2.7966345607568974,-0.14571178839288723,0.9725138277043527,0.47875855510629817,1.728558941964436,0.07780110621634821,-0.021856768258933085,-0.021856768258933085,0.07780110621634821,-0.09575171102125964,6.0,False,0.11124367266893387,-0.003891963808901777,0.03949284188360763,1.0996426035659974,1.179320907340756,-0.10328993931909558,0.41658239975610756,0.9580533446197091,0.31618345376312806,2.1848821055486427,0.2857737054931341,0.39961173483196033
66,6,left,-0.03116314564172073,0.204525898878138,0.10026681630563625,0.32445475392209283,0.0,0.0080213453044509,0.030678884831720696,0.030678884831720696,0.0080213453044509,0.06489095078441857,6.0,False,0.16374480724334717,-0.26189017144727245,0.2133881939552293,1.1140448293319274,0.921931951535857,-2.5261222637582237,0.12989637854420968,0.28213250515996874,-0.8382023492659019,2.863948658338413,0.3113940641633798,0.37463655715443633
67,6,left,-0.6030571836401717,0.08131223731148421,0.12303244936955107,0.006902963642310134,0.5934388134425789,0.009842595949564086,0.012196835596722631,0.012196835596722631,0.009842595949564086,0.0013805927284620267,6.0,False,0.06782055646181107,-0.0335839999344999,0.21050890862202443,1.2028936750733281,0.6928309433499673,-1.345072889919221,0.06983956435463023,0.7719751560277087,-2.4551972167486005,1.1768988041048676,0.1992504073179856,0.3971259249693253
68,6,left,-0.5002330919099528,0.3117901012717173,0.44727934492366966,0.9885195388236726,0.0,0.03578234759389357,0.046768515190757594,0.046768515190757594,0.03578234759389357,0.19770390776473454,6.0,False,0.23339411616325378,-0.306849136387518,0.23183875383458064,1.1289500910767685,-1.1217667106084024,-2.54098902992932,0.015326868589499968,0.8572799867349663,-0.28451475588078434,0.29865368215011046,0.4952138453372116,0.29798329020875614
69,6,left,-0.600976499210624,0.2919990074875471,0.4817162526942571,1.1062701586569752,0.0,0.03853730021554057,0.04379985112313206,0.04379985112313206,0.03853730021554057,0.22125403173139505,6.0,False,0.13195252418518066,-0.03390341107381811,0.12616330121728223,1.1032974854523983,-0.7262414916369235,-0.8432120079251741,0.024815122542860356,1.0454474089245178,-0.01994892242852453,0.9310116310996959,0.4969091056610102,0.23746165181329115
70,7,left,-0.45211064133866147,0.3486740830355967,0.38987268545183784,1.049247574913444,0.0,0.031189814836147026,0.052301112455339506,0.052301112455339506,0.031189814836147026,0.2098495149826888,6.0,False,0.16250285506248474,-0.07326824281912692,0.33223769795976443,1.2144289759348441,0.5493886281217444,-2.419240708643602,0.30899717105492525,0.5071815591736041,-2.833069142981099,1.9567688856732204,0.46043258798244413,0.013759813148694622
71,7,left,-0.6525337496743254,0.16219174725411903,0.40567017022879903,0.6726395378941211,0.18904126372940486,0.03245361361830392,0.024328762088117854,0.024328762088117854,0.03245361361830392,0.13452790757882424,6.0,False,0.26976725459098816,-0.30644663382328363,0.30464373957909885,1.2759590898050686,-0.6724420791286141,0.3684379335439174,0.07656789282362894,0.35674719057338344,-2.9920800802689174,2.002000976909838,0.48684728331453475,0.39657987225270563
72,7,left,-7.3962235557531635,-0.8699436516083774,1.2899810149327215,0.5385904690725873,5.349718258041887,0.10319848119461772,-0.1304915477412566,-0.1304915477412566,0.10319848119461772,-0.10771809381451747,6.0,False,0.21398505568504333,-0.2229448003694594,0.12633779485322877,1.1876315895465663,2.0485022983256584,-1.2600837516462629,0.4032591503927129,1.2410408109961197,-0.29373307877569,0.8839803753282087,0.4999926564807061,0.03428207661818228
73,7,left,-0.42637434610281844,0.17849058425480793,0.25798175407329255,0.6301106082174608,0.10754707872596032,0.020638540325863403,0.02677358763822119,0.02677358763822119,0.020638540325863403,0.12602212164349216,6.0,False,0.08376598358154297,-0.1352738150611199,0.09561329967768911,1.1633985300044976,-1.2690718013064695,-2.2071579928860876,0.06288905951081819,0.30253294472939707,-2.7942026748933166,0.33312193595471395,0.3407477593778402,0.23531579846184514
